Datetime,Tweet_Id,Text,Username,Reply_to,Hashtags,original
2023-06-02 21:48:16+00:00,1664750806661230594,"@avecamo Buenas noches, Eva. El tren efectuará parada a las 00:12h aproximadamente. Disculpa la espera. Un saludo.",CercaniasMadrid,1664750458848661504,,"@CercaniasMadridQué pasa con el C10 desde Pozuelo hasta Delicias? Ponía que pasaba en 6 minutos hace un rato y no ha pasado, gracias."
2023-06-02 21:47:17+00:00,1664750558635278336,@_Pere_ Buenas noches. Pasamos el aviso. Un saludo y disculpa las molestias ocasionadas.,CercaniasMadrid,1664750138089259010,,"@CercaniasMadridBuenas, podéis decirles a los de atocha que vayan anunciando el tren de Aranjuez que quedan 5 min y no pone nada ni sabemos en qué vía es. Gracias"
2023-06-02 19:53:07+00:00,1664721828483399681,"@LiberianGirl22 Buenas noches. No, en estos momentos no hay incidencias en la línea que nos indicas. Saludos.",CercaniasMadrid,1664721595439431685,,"@CercaniasMadridBuenas noches. Acaban de anunciar algo por megafonía en la estación de Getafe pero no se escuchaba bien. ¿Hay algún incidente que afecte a la línea C4 dirección Parla?
Gracias"
2023-06-02 19:21:13+00:00,1664713799402680322,@Carlos28080 ¿Puedes indicarnos el destino del tren? Gracias.,CercaniasMadrid,1664713177718833152,,@CercaniasMadridcuando pasa el tren c10 por Torrelodones
2023-06-02 19:20:49+00:00,1664713698248650752,@BryceWithingale El tren efectuará parada a las 21:24h aproximadamente. Saludos.,CercaniasMadrid,1664712430734262275,,"@CercaniasMadridHola, ¿me podríais decir a qué hora pasa el tren que a Aranjuez por el Casar? Gracias."
2023-06-02 17:50:47+00:00,1664691041738301441,@priix177 El siguiente tren efectuará parada en 4' aproximadamente. Saludos.,CercaniasMadrid,1664690003757211648,,@CercaniasMadridme podéis decir a qué hora pasa el tren dirección Aranjuez por Villaverde bajo???
2023-06-02 17:45:02+00:00,1664689593516544025,@priix177 Comprobamos que está efectuando parada en estos momentos. Un saludo.,CercaniasMadrid,1664688996025237504,,@CercaniasMadridme podéis decir a qué hora pasa el tren dirección Aranjuez por Villaverde bajo???
2023-06-02 15:39:43+00:00,1664658057761112064,@JAVelasco10 Hola José Antonio. Pasamos el aviso al personal responsable. Disculpa las molestias ocasionadas.,CercaniasMadrid,1664656674244763648,,"@CercaniasMadridBuenas tardes.
El primer y segundo coche de la segunda composición no funciona el aire acondicionado. El tren es el 216 M."
2023-06-02 14:12:59+00:00,1664636229596463107,"@carlosgar222 Hola, está a punto de efectuar entrada en la estación, un saludo.",CercaniasMadrid,1664635802733641730,,@CercaniasMadridel civis Chamartín Guadalajara de las 16:08 va a salir?
2023-06-02 14:11:56+00:00,1664635966450020353,"@meryother Hola, está a punto de entrar en la estación, un saludo.",CercaniasMadrid,1664635319944085505,,@CercaniasMadridy el civis de las 16.08 a Guadalajara?? Desapareció???
