Datetime,Tweet_Id,Text,Username,Reply_to,Hashtags,original
2023-03-22 22:56:49+00:00,1638676130583703552,"@frannmore63 Sobre las 00:20h llegará el siguiente, que es el último. Buena noche Fran.",CercaniasMadrid,1638674883864588288,,@CercaniasMadridcuando le queda al tren en embajadores dirección Móstoles
2023-03-22 22:50:19+00:00,1638674495937597440,"@frannmore63 Hola, el tren llegará en 9’ aproximadamente. Un saludo.",CercaniasMadrid,1638673947372707841,,@CercaniasMadridcuando le queda al tren en embajadores dirección Móstoles
2023-03-22 22:49:28+00:00,1638674280857882625,"@terradillos_21 CercaniasMadrid: 

@terradillos_21 Buenas noches, debes tomar un tren de #MadC1, #MadC2, #MadC7, #MadC8 o #MadC10 con dirección Chamartín, y una vez allí, podrás coger un tren con destino El Escorial. Un saludo.",CercaniasMadrid,1638671142071222273,"['MadC1', 'MadC2', 'MadC7', 'MadC8', 'MadC10']",@CercaniasMadridsi quiero ir a el Escorial desde atocha mañana que línea tengo que coger?
2023-03-22 22:31:32+00:00,1638669770525655040,"@Pcastillo_83 Hola Pablo, el tren llegará en 4' aproximadamente. Un saludo y disculpa la espera.",CercaniasMadrid,1638669419764150272,,@CercaniasMadridcuando sale el cercanias destino Aranjuez de las “23:21” porque llevamos un rato esperando y no dicen nada ni avisan#MadC3
2023-03-22 22:29:25+00:00,1638669237127626752,"@m4r14delpilar Hola, el tren llegará en 5' aproximadamente. Un saludo y disculpa la espera.",CercaniasMadrid,1638668130229669890,,@CercaniasMadridque paso con el tren con destino Aranjuez? No pasa el de 23.21? O sea que tengo que estar más de una hora en atocha esperando!?
2023-03-22 22:29:15+00:00,1638669196052791297,"@afterhopee Hola, el tren llegará en 5' aproximadamente. Un saludo y disculpa la espera.",CercaniasMadrid,1638666221112418309,,
2023-03-22 22:28:28+00:00,1638668996479451136,"@sallychinaski Hola, el tren llegará en menos de 6'. Un saludo y disculpa la espera.",CercaniasMadrid,1638668469821644800,,@CercaniasMadrid¿cuándo sale el siguiente a Aranjuez desde Atocha? Porque tendría que haber habido uno a y 21.
2023-03-22 21:58:37+00:00,1638661485152047105,"@oceania_martin Hola, gracias por tu colaboración, desde allí serán remitidos a la oficina de objetos perdidos. Un saludo y buena noche.",CercaniasMadrid,1638660477151739904,,"@CercaniasMadridBuenas noches, me he encontrado unos auriculares en las escaleras de Mendez Álvaro, dirección Humanes.
No había nadie en la taquilla para entregarlos y me los he llevado, pero hasta el lunes no vuelvo a pasar por la estación."
2023-03-22 21:47:47+00:00,1638658757671682050,@claritamartinp1 El tren está próximo a efectuar su salida de la estación. Un saludo.,CercaniasMadrid,1638656767910608896,,"¿Quieres disfrutar de la sierra de Madrid ❄️ en la#MadC9? 
🧠 Recuerda: tienes que reservar plaza antes de viajar. Si decides no ir, anula ❌ el viaje para que otros puedan disfrutar de Cercedilla, Puerto de Navacerrada y Cotos. 
¡Reserva y viaja!bit.ly/3H4PC4t"
2023-03-22 21:36:34+00:00,1638655933994905600,"@claritamartinp1 Hola, el tren llegará en menos de 3'. Un saludo y disculpa la espera.",CercaniasMadrid,1638655193792540672,,"¿Quieres disfrutar de la sierra de Madrid ❄️ en la#MadC9? 
🧠 Recuerda: tienes que reservar plaza antes de viajar. Si decides no ir, anula ❌ el viaje para que otros puedan disfrutar de Cercedilla, Puerto de Navacerrada y Cotos. 
¡Reserva y viaja!bit.ly/3H4PC4t"
