Datetime,Tweet_Id,Text,Username,Reply_to,Hashtags,original
2023-05-15 19:39:20+00:00,1658195378011774983,"@soniasanzc Buenas tardes Sonia, el tren circulará en su horario programado. Un saludo y buena tarde.",CercaniasMadrid,1658193206482272256,,@CercaniasMadrid¿tren con paso por Vicálvaro a las 22:37 dirección Guadalajara circula en horario?
2023-05-15 16:31:27+00:00,1658148097409654786,"@Valledelkas13 Hola Miguel Ángel, damos aviso al personal responsable. Gracias por avisarnos. Un saludo.",CercaniasMadrid,1658147023223156736,,"@CercaniasMadridllegando a orcasitas, dirección el Soto. 3 coche en penumbra"
2023-05-15 16:05:11+00:00,1658141484724502534,"@coricamposl Buenas tardes Cori, hoy como día festivo, no hay servicio de Civis. Un saludo y sentimos las molestias.",CercaniasMadrid,1658140250227523585,,@CercaniasMadridque pasa con el Civis de Chamartin-Guadalajara hoy? Y por qué no avisan? La RENFE me quita vida de verdad
2023-05-15 14:34:18+00:00,1658118615609090048,"@DanielM45709718 Hola Daniel, hemos comprobado que el tren efectuará entrada en la estación en 3' aproximadamente. Un saludo.",CercaniasMadrid,1658116173454614531,,@CercaniasMadridcuando va a pasar el tren de las 16:15 destino el escorial por villalba ?
2023-05-15 13:37:44+00:00,1658104379788992513,"@gabbylullaby Buenas tardes, hemos comprobado que el tren efectuará entrada en la estación a las 15:48h aproximadamente. Un saludo.",CercaniasMadrid,1658103726211584008,,@CercaniasMadridcuando pasa el siguiente tren destino alcala por las rozas?
2023-05-15 13:25:57+00:00,1658101412708986881,"@RUBENXUUu Buenas tardes Rubén, hemos comprobado que el tren efectuará entrada en la estación en 5' aproximadamente. Un saludo.",CercaniasMadrid,1658100623353446402,,Cuantos min le queda el tren q va hacia Atocha desde Torrejón de Ardoz@CercaniasMadrid
2023-05-15 12:58:15+00:00,1658094443763752960,"@Miguel85156209 Hola Miguel, en estos momentos, se encuentra personal en taquillas para poder ayudarte. Un saludo y sentimos las molestias.",CercaniasMadrid,1658093294553911298,,"@CercaniasMadridPara cuando van a arreglar el pago con tarjeta en las máquinas? No he podido comprar billete con ninguna de mis dos tarjetas, no es la primera vez que me pasa... y en la estación no hay personal (Vallecas). Que hago? Me cuelo?"
2023-05-15 12:48:31+00:00,1658091992860041217,"@JerezCarlota Buenas tardes Carlota, debido a una incidencia en la estación de Entrevías, se están produciendo demoras y retenciones. Recomendamos que estés atenta a megafonía y paneles luminosos. Sentimos la espera. Un saludo.",CercaniasMadrid,1658091379967262720,,"@CercaniasMadridllevamos 15 minutos parados en Atocha para ir a Alcalá, todo bien ?"
2023-05-15 12:35:18+00:00,1658088666642653187,"@MiriamZR4 Hola de nuevo Miriam, rectificamos información, el tren efectuará entrada en la estación en 30' aproximadamente. Un saludo y sentimos la espera.",CercaniasMadrid,1658088097806950400,,@CercaniasMadridcuándo va a pasar el tren a Villalba por Pirámides?
2023-05-15 12:32:39+00:00,1658087999584759808,"@MiriamZR4 Buenas tardes Miriam, hemos comprobado que el tren efectuará entrada en la estación a las 15:15h aproximadamente. Un saludo.",CercaniasMadrid,1658086954934697984,,@CercaniasMadridcuándo va a pasar el tren a Villalba por Pirámides?
2023-05-15 12:30:41+00:00,1658087504048791555,"@PacoGurney Buenas tardes Paco, hemos comprobado que el tren efectuará entrada en la estación en 1' aproximadamente. Un saludo.",CercaniasMadrid,1658086215327809536,,@CercaniasMadridel tren que salía del Casar a Aranjuez a las 14:17 cuándo se supone que llega? De verdad vamos a tirarnos otro año así en la línea de Aranjuez?
2023-05-15 11:51:49+00:00,1658077724617916419,"@Recipe4Entropy Buenas tardes, comprobamos que dicho tren ha efectuado una parada técnica debido a necesidades de la circulación. Un saludo y disculpa la espera.",CercaniasMadrid,1658075223919304707,,@CercaniasMadrid¿que pasa en la c8 dirección torrelodones? El tren lleva detenido un buen rato
2023-05-15 11:10:59+00:00,1658067446249541632,"@Mandydr00 Hola, comprobamos que el tren ha efectuado su salida de la estación en el momento en que nos has escrito. Un saludo.",CercaniasMadrid,1658056455432335364,,"Hola, comprobamos que el tren ha efectuado su salida de la estación en el momento en que nos has escrito. Un saludo."
2023-05-15 11:06:16+00:00,1658066260255449089,"@monijudijudiita Hola, comprobamos que el ten ha efectuado su entrada en la estación a los 5' de escribirnos. Un saludo.",CercaniasMadrid,1658059380669964289,,@CercaniasMadridhola! El próximo tren de parla en sol cuando pasa? Gracias
2023-05-15 07:50:31+00:00,1658016998494699521,"@Luciaaaa3 Hola, en el siguiente enlace puedes consultar horarios y frecuencias de paso de todos nuestros trenes:
https://t.co/QWmkt46JSl
Un saludo.",CercaniasMadrid,1658012955068252160,,@CercaniasMadridlos trenes Civis circulan hoy con normalidad ?
2023-05-15 06:51:52+00:00,1658002238332194821,"@pizarro_di Hola, el tren llegará sobre las 9:25h. Un saludo.",CercaniasMadrid,1658000951972700162,,@CercaniasMadridhola. ¿No pasa hoy ningún tren sobre las 9 por Alcalá dirección Guadalajara? Entre 8.35 y 9.26 no veo nada en el horario 🤨
2023-05-15 06:49:27+00:00,1658001632360116225,"@wireiio Hola, en el siguiente enlace puedes consultar horarios y frecuencias de paso de todos nuestros trenes:
https://t.co/QWmkt46JSl
Un saludo.",CercaniasMadrid,1657998337574854656,,"@CercaniasMadridBuenos días, hoy al ser festivo en Madrid, habrá trenes Civis dirección Guadalajara? Gracias."
2023-05-15 06:48:13+00:00,1658001320219901953,@Eliiile El tren está próximo a efectuar su entrada en vía 6. Un saludo.,CercaniasMadrid,1657999532389543938,,
2023-05-15 06:47:44+00:00,1658001198392156163,@88PMG88 El tren está próximo a efectuar su entrada en vía 6. Un saludo.,CercaniasMadrid,1658000104333144064,,@CercaniasMadridcuando va a pasar un tren que vaya a Parla por atocha? Para uno que pasa finaliza su recorrido aquí
2023-05-15 06:45:05+00:00,1658000531237773312,"🩸 🩸 ¡En San Isidro, dona sangre! El Hospital Príncipe de Asturias celebra hoy una maratón de donación de sangre bajo el lema 'Sangre donada, vida salvada'.

Ven en Cercanías y dona sangre.
🚉 Estación Alcalá de Henares Universidad.
#maratónHUPA
@madridonasangre @alcala_dona https://t.co/wAPpgddG6o",CercaniasMadrid,None,['maratónHUPA'],
2023-05-15 06:45:05+00:00,1658000531237773312,"🩸 🩸 ¡En San Isidro, dona sangre! El Hospital Príncipe de Asturias celebra hoy una maratón de donación de sangre bajo el lema 'Sangre donada, vida salvada'.

Ven en Cercanías y dona sangre.
🚉 Estación Alcalá de Henares Universidad.
#maratónHUPA
@madridonasangre @alcala_dona https://t.co/wAPpgddG6o",CercaniasMadrid,None,['maratónHUPA'],
