Datetime,Tweet_Id,Text,Username,Reply_to,Hashtags,original
2023-04-18 21:41:47+00:00,1648441719569133575,@CreisisPowah Buenas noches. En breves momentos efectuará su salida un tren de Móstoles El Soto. Disculpa la espera.,CercaniasMadrid,1648440801473728513,,"#MadC5Debido a la incidencia en un tren entre las estaciones de San José de Valderas y Alcorcón, los trenes circulan con fuertes demoras."
2023-04-18 21:33:24+00:00,1648439609779712001,@princesashiva3 El tren efectuará parada a las 23:44h aproximadamente. Saludos.,CercaniasMadrid,1648437834817343492,,"#MadC5Debido a la incidencia en un tren entre las estaciones de San José de Valderas y Alcorcón, los trenes circulan con fuertes demoras."
2023-04-18 21:19:32+00:00,1648436122052329472,"#MadC5  Debido a la incidencia en un tren entre las estaciones de San José de Valderas y Alcorcón, los trenes circulan con fuertes demoras.",CercaniasMadrid,None,['MadC5'],
2023-04-18 21:19:32+00:00,1648436122052329472,"#MadC5  Debido a la incidencia en un tren entre las estaciones de San José de Valderas y Alcorcón, los trenes circulan con fuertes demoras.",CercaniasMadrid,None,['MadC5'],
2023-04-18 21:19:32+00:00,1648436122052329472,"#MadC5  Debido a la incidencia en un tren entre las estaciones de San José de Valderas y Alcorcón, los trenes circulan con fuertes demoras.",CercaniasMadrid,None,['MadC5'],
2023-04-18 21:19:32+00:00,1648436122052329472,"#MadC5  Debido a la incidencia en un tren entre las estaciones de San José de Valderas y Alcorcón, los trenes circulan con fuertes demoras.",CercaniasMadrid,None,['MadC5'],
2023-04-18 21:12:27+00:00,1648434338785288193,"@GuitianPri27502 Andrea, el próximo tren efectuará su salida de la estación de Móstoles El Soto a las 23:10h aproximadamente. Disculpa la espera.",CercaniasMadrid,1648432766529441797,,"Buenos días. 
Si quieres conocer la información en tiempo real 🕖 sobre el servicio de Cercanías, suscríbete a nuestro sistema de avisos personalizados en@CercaniasAvisos.

¡Gracias por tu imagen,@GabrielKamal23!"
2023-04-18 21:09:35+00:00,1648433618908508161,@jasmaker Te recomendamos tomes medios alternativos ya que el próximo tren efectuará su entrada en la estación de Móstoles El Soto a las 23:10h aproximadamente. Disculpa la espera.,CercaniasMadrid,1648430841675280384,,"@CercaniasMadridbuenas noches, el tren programado a las 23.00h entre Atocha y La Serna no está ni anunciado en las pantallas, va a pasar o buscamos medio alternativo para volver a casa? Ni por la mañana ni por la noche...cercanias funciona bien aunque sea un rato?"
2023-04-18 20:59:16+00:00,1648431019769597957,@Josecyrus1995 Buenas noches José. El próximo tren con destino Atocha y Humanes efectuará su salida de Móstoles El Soto a las 23:10h aproximadamente. Disculpa la espera.,CercaniasMadrid,1648430540847198209,,@CercaniasMadridbuenas. A que hora sale el C5 con destino Atocha desde Alcorcón?
2023-04-18 20:58:16+00:00,1648430767796805632,@Manu07043555 Buenas noches Manu. El tren en el que te encuentras no va a continuar debido a una incidencia y se os va a transbordar a otro en breves momentos. Disculpa la espera.,CercaniasMadrid,1648429358007353344,,
2023-04-18 20:49:52+00:00,1648428654807121920,"@______maarinaa Marina, eso te comentamos. El próximo tren efectuará su entrada en la estación de Móstoles El Soto a las 23:10h aproximadamente. Disculpa la espera.",CercaniasMadrid,1648427669770612738,,"@CercaniasMadridbuenas noches, en cuanto sale el tren de mostoles el soto destino humanes?"
2023-04-18 20:45:03+00:00,1648427444712640515,"@______maarinaa Buenas noches. Debido a la incidencia en un tren, el próximo efectuará su entrada en la estación de Móstoles El Soto con unos minutos de demora. Disculpa la espera.",CercaniasMadrid,1648426705198137344,,"@CercaniasMadridbuenas noches, en cuanto sale el tren de mostoles el soto destino humanes?"
2023-04-18 20:34:48+00:00,1648424864712376322,@VictoriaSoleto Buenas noches Victoria. Se debe a problemas técnicos en un tren. Están intentando solventarlos a la mayor brevedad posible. Disculpa las molestias.,CercaniasMadrid,1648424149940051968,,Ocurre algo en la c5 dirección mostoles el soto? Se queda mucho rato parada en las estaciones@CercaniasMadrid
2023-04-18 20:33:20+00:00,1648424496238592000,@josemedina_2017 Buenas noches. Se debe a problemas técnicos en el tren precedente que están intentando solucionar a la mayor brevedad posible. Disculpa la espera.,CercaniasMadrid,1648423492877189120,,@CercaniasMadridque pasa que llevamos parados en cuatro vientos con destino mostoles el soto y no se mueve el tren
2023-04-18 19:44:16+00:00,1648412146802499584,@_yoohoney_ El tren tiene como destino Alcobendas. Saludos y disculpa.,CercaniasMadrid,1648411091956043777,,"@CercaniasMadridel tren en vía 4 en Chamartín pone Colmenar pero la indicación del andén pone Alcobendas, que en teoría es el correcto. ¿Podéis confirmar?"
2023-04-18 19:32:42+00:00,1648409235926155264,@Milenium_42 Hola. Comprobamos que el tren efectuará parada a las 21:43h aproximadamente. Un saludo.,CercaniasMadrid,1648408323870404611,,@CercaniasMadridpróximo tren hacía atocha desde sol?
2023-04-18 19:32:10+00:00,1648409103923044352,@pazv94 Buenas noches. El tren efectuará su salida a las 21:40h aproximadamente. Saludos.,CercaniasMadrid,1648407460246437889,,@CercaniasMadridcuando va a venir el tren para atocha desde nuevos ministerios??
2023-04-18 19:31:37+00:00,1648408964982542336,@gominolo26 Hola Fer. El tren efectuará parada a las 21:43h. Disculpa la espera.,CercaniasMadrid,1648407393338834944,,@CercaniasMadridpróximo tren sol-Atocha 20 minutos ?
2023-04-18 18:53:15+00:00,1648399310248189952,"@beatellez_95 Hola, el tren está próximo a efectuar su salida de vía 1. Un saludo.",CercaniasMadrid,1648398469881536532,,"@CercaniasMadridcuando sale el próximo tren destino nuevos ministerios desde parla? Muchas gracias, es que llevamos un rato esperando y nos han cambiado de tren 👍🏼"
2023-04-18 17:27:54+00:00,1648377829548081171,@reghalices Hola Silvia. El tren efectuará parada en 5' aproximadamente. Un saludo.,CercaniasMadrid,1648376882189025309,,@CercaniasMadridcuando pasa el siguiente tren por Atocha C5 hacia Fuenlabrada/Humanes? No pone nada en las pantallas. Gracias.
2023-04-18 17:27:13+00:00,1648377658382729220,@mundoregaliz Buenas tardes. El próximo tren efectuará parada en 6' y finaliza en Fuenlabrada. El siguiente tren con destino Humanes efectuará parada a las 19:36h aproximadamente. Saludos.,CercaniasMadrid,1648376469117190147,,"@CercaniasMadridlos teleindicadores de atocha de la C5 hacia humanes están apagados hace rato. Es hora punta y el andén empieza a estar llenito, cuánto más hay que esperar??"
2023-04-18 16:51:13+00:00,1648368596731543558,@antitodo101 Buenas tardes. El próximo tren es en 1' aproximadamente. Saludos.,CercaniasMadrid,1648368054995173378,,"@CercaniasMadridlos próximos trenes con salida desde Valdebebas dirección Atocha son a las 18:51 y 19:05? Por salir corriendo o no, gracias"
2023-04-18 16:51:08+00:00,1648368576972091392,"🔊 ¡El Tren de Cervantes ha vuelto! Próxima salida: sábado 22 de abril.
Súbete y disfruta de un viaje que se adentra en la vida y obra de tan ilustre autor ✍️. 

Descubre Alcalá de Henares de la mano de Miguel de Cervantes. ¡Te esperamos!
Toda la info 👉 https://t.co/hMOD8SNfMA https://t.co/Rat1sDpVhz",CercaniasMadrid,None,,
2023-04-18 16:51:08+00:00,1648368576972091392,"🔊 ¡El Tren de Cervantes ha vuelto! Próxima salida: sábado 22 de abril.
Súbete y disfruta de un viaje que se adentra en la vida y obra de tan ilustre autor ✍️. 

Descubre Alcalá de Henares de la mano de Miguel de Cervantes. ¡Te esperamos!
Toda la info 👉 https://t.co/hMOD8SNfMA https://t.co/Rat1sDpVhz",CercaniasMadrid,None,,
2023-04-18 16:51:08+00:00,1648368576972091392,"🔊 ¡El Tren de Cervantes ha vuelto! Próxima salida: sábado 22 de abril.
Súbete y disfruta de un viaje que se adentra en la vida y obra de tan ilustre autor ✍️. 

Descubre Alcalá de Henares de la mano de Miguel de Cervantes. ¡Te esperamos!
Toda la info 👉 https://t.co/hMOD8SNfMA https://t.co/Rat1sDpVhz",CercaniasMadrid,None,,
2023-04-18 16:51:08+00:00,1648368576972091392,"🔊 ¡El Tren de Cervantes ha vuelto! Próxima salida: sábado 22 de abril.
Súbete y disfruta de un viaje que se adentra en la vida y obra de tan ilustre autor ✍️. 

Descubre Alcalá de Henares de la mano de Miguel de Cervantes. ¡Te esperamos!
Toda la info 👉 https://t.co/hMOD8SNfMA https://t.co/Rat1sDpVhz",CercaniasMadrid,None,,
2023-04-18 16:17:53+00:00,1648360210283610113,"@Jmrc1979m1 Hola, el tren llegará en 3' aproximadamente. Un saludo.",CercaniasMadrid,1648359778618335233,,@CercaniasMadridDemora de 10 minutos en la C2 o C7 a su paso por Atocha??
