Datetime,Tweet_Id,Text,Username,Reply_to,Hashtags,original
2023-05-09 21:39:18+00:00,1656051241204568069,"@m4r14delpilar Hola, hemos comprobado que el tren acaba de efectuar salida de la estación. Sentimos la espera. Un saludo.",CercaniasMadrid,1656050908361371651,,@CercaniasMadridque pasa con el tren de Aranjuez en atocha? Tenía que salir y 21 y son y 37.
2023-05-09 21:38:45+00:00,1656051101550903296,"@RichiM92 Hola, hemos comprobado que el tren efectuará salida de la estación en breve. Sentimos la espera. Un saludo.",CercaniasMadrid,1656050534879576065,,@CercaniasMadridque pasa con el tren de Aranjuez en Atocha. No ha llegado el de las 23.21. Han anunciado que viene uno en la vía 7 y no sale ni pone si es el de Aranjuez de verdad
2023-05-09 21:11:42+00:00,1656044296863137815,"@AzulonaMh Hola Manuela, debido a una incidencia en un tren en la estación de Nuevos Ministerios, los trenes están circulando con demoras y retenciones. Sentimos la espera. Un saludo.",CercaniasMadrid,1656042913216774171,,@CercaniasMadridque pasa en nuevos ministerios vía ocho??
2023-05-09 21:09:50+00:00,1656043824513204224,"@ana_cf84 Buenas tardes, debido a una incidencia en la estación de Nuevos Ministerios, se están produciendo demoras y retenciones, a trenes con destino Parla. Por ello, no podemos darte una hora aproximada en estos momentos. Un saludo.",CercaniasMadrid,1656041174228975618,,@CercaniasMadrida qué hora pasa el siguiente tren por Getafe centro dirección parla?
2023-05-09 21:05:02+00:00,1656042618776633348,"@beertoursmad Hola, en el siguiente enlace puedes consultar horarios y frecuencias de paso de todos nuestros trenes: https://t.co/QWmkt46JSl. Un saludo.",CercaniasMadrid,1656038930054037508,,@CercaniasMadrida qué hora sale el primer tren desde Atocha a las Rozas?
2023-05-09 20:54:47+00:00,1656040038956711969,"@Biko20172 Hola, debido a una incidencia en la estación de Nuevos Ministerios, se están produciendo demoras y retenciones en estos momentos. Sentimos la espera. Un saludo.",CercaniasMadrid,1656039401124773888,,@CercaniasMadridincidencias en la C4 donde pone hace 15 min que el tren llega a sol en 6 ?????????????????
2023-05-09 20:53:12+00:00,1656039638459400196,"@dangarciaaa Buenas noches Daniel, en estos momentos, no podemos darte hora estimada. Te recomendamos que estés atento a paneles luminosos y megafonía. Un saludo y disculpa la espera.",CercaniasMadrid,1656037960641306624,,Buenas noches@CercaniasMadridsabéis a qué hora pasará el próximo tren dirección Parla desde atocha? No ha pasado ninguno desde las 22:19. Un saludo y gracias
2023-05-09 20:34:23+00:00,1656034904113594384,"@Espritu_Libre Buenas tardes, ¿Nos puedes indicar en qué estación te encuentras en estos momentos y hacia que estación te diriges?. Un saludo.",CercaniasMadrid,1656034161814118407,,@CercaniasMadridY seguimos para bingo!! Se puede ser más guarro??@Monica_Garcia_G@IdiazAyusoEsto es el día a día.....
2023-05-09 19:05:35+00:00,1656012556199247877,"@MiriamZR4 Buenas tardes Miriam, hemos comprobado que el tren ha efectuado salida de la estación en estos momentos. Un saludo.",CercaniasMadrid,1656011530440245248,,@CercaniasMadridcuándo va a SALIR el tren de Villalba hacia Pirámides? Ya lleva más de un cuarto de hora de.retraso.
2023-05-09 18:06:19+00:00,1655997642588004353,"@elivenelli Buenas tardes. El tren efectuará parada, aproximadamente, a las 20:21h. Saludos.",CercaniasMadrid,1655996464516956211,,@CercaniasMadridtren con destino Alcala de henares o Guadalajara en la estación de nuevos ministerios cuando tiene previsto pasar?
2023-05-09 18:04:57+00:00,1655997296339714054,@BLosGavis Buenas tardes. El tren efectuará parada en 5' aproximadamente. Un saludo.,CercaniasMadrid,1655996667458355238,,@CercaniasMadridcuando sale el próximo tren de Atocha a Parla?
2023-05-09 17:46:26+00:00,1655992639282348032,@Diezdedos01 Buenas tardes. Está previsto que el tren efectúe su salida a la hora indicada. Saludos.,CercaniasMadrid,1655991526546079747,,@CercaniasMadridhay alguna incidencia con el Civis Guadalajara-Siguenza que parte desde Chamartín a las 7:52?
2023-05-09 17:25:12+00:00,1655987293218275335,@Yolanda_Garcia1 Hola Yolanda. En 5' aproximadamente efectuará parada el tren. Saludos.,CercaniasMadrid,1655985751245324288,,"@CercaniasMadridbuenas tardes, a qué hora pasa el tren Civis dirección Guadalajara por fuente de la Mora?"
2023-05-09 17:24:42+00:00,1655987168244793363,"@Pattdil Buenas tardes, el tren efectuará entrada en la estación a las 19:32h aproximadamente. Un saludo.",CercaniasMadrid,1655986210420998144,,
2023-05-09 17:17:56+00:00,1655985466779344905,"@infisnsd Buenas tardes, el tren efectuará entrada en la estación en 3' aproximadamente. Un saludo.",CercaniasMadrid,1655984765252534295,,"Hola, ¿próximo tren a Aranjuez por Atocha? Gracias.@CercaniasMadrid"
2023-05-09 17:01:34+00:00,1655981347872047134,"@Marta8877716462 Buenas tardes Marta, las vías se asignan una vez que el tren ha entrado en la estación. Un saludo.",CercaniasMadrid,1655980726045507633,,@CercaniasMadridva a salir el tren de la vía 8 de Chamartín?
2023-05-09 16:47:35+00:00,1655977828930682888,@1993Amog Hola. El tren efectuará parada en 5' aproximadamente. Saludos.,CercaniasMadrid,1655977336511033344,,@CercaniasMadridy el tren dirección Alcalá que debería de haber por Atocha a las 18:43? No hay un día que funcionéis bien….
2023-05-09 16:35:43+00:00,1655974840484917253,@Patribmoron Hola Patricia. El tren efectuará parada en 3' aproximadamente. Un saludo.,CercaniasMadrid,1655973808031793165,,@CercaniasMadridque pasa con los trenes de guadalajara y alcala desde chamartiiiin!!!
2023-05-09 16:35:21+00:00,1655974750470930441,"¿Buscas un espacio para tu proyecto cinematográfico? 🎬 📸 
Las estaciones y trenes de Cercanías son localizaciones idóneas. 

Catálogo online 👉 https://t.co/kGZyr9eqCm
Contacta con nosotros y… ¡Acción! 🎬 https://t.co/YeEEV4gJJV",CercaniasMadrid,None,,
2023-05-09 16:35:21+00:00,1655974750470930441,"¿Buscas un espacio para tu proyecto cinematográfico? 🎬 📸 
Las estaciones y trenes de Cercanías son localizaciones idóneas. 

Catálogo online 👉 https://t.co/kGZyr9eqCm
Contacta con nosotros y… ¡Acción! 🎬 https://t.co/YeEEV4gJJV",CercaniasMadrid,None,,
2023-05-09 16:35:21+00:00,1655974750470930441,"¿Buscas un espacio para tu proyecto cinematográfico? 🎬 📸 
Las estaciones y trenes de Cercanías son localizaciones idóneas. 

Catálogo online 👉 https://t.co/kGZyr9eqCm
Contacta con nosotros y… ¡Acción! 🎬 https://t.co/YeEEV4gJJV",CercaniasMadrid,None,,
